Branch Name,Last Commit Date,Date Deleted,Last Commit Hash,Last Commit Message,Author,Merged to Main
old_branch_3,2025-07-03T10:18:57.000Z,2025-07-08T10:49:15.356Z,8d21ff40507ea5d7493fdf63af963268b6647203,Init - 3,,true
